id,season,episode,title,plot,link
52,5,6,Buyout,"After returning from the train heist, Walter White, Mike Ehrmantraut, and Todd Alquist destroy Drew Sharp's body and his dirt bike. Todd casually dismisses the killing, leading an incensed Jesse Pinkman to punch him. After a heated debate, Walt, Jesse, and Mike agree to spare Todd's life and keep him on the payroll with Vamonos Pest.
The DEA begins to surveil Mike, which leads him to leave Walt's meth operation, as does Jesse, who is distraught about Drew's death. They propose to sell the methylamine, which could net them as much as $5 million each. A rival meth dealer offers to buy the methylamine but Walt refuses to sell, because he intends to profit by turning it into meth, which could be worth as much as $300 million. With Walt refusing to sell, Jesse and Mike are also prevented from selling their shares.
While visiting Holly, a tearful Skyler White is tempted to confess to her sister Marie Schrader, but stops short when Marie discloses her knowledge of Skyler's affair with Ted Beneke. Marie mistakenly believes the affair to be the reason for Skyler's mental anguish.
Jesse comes to Walt's house to try to change Walt's mind. Walt refuses to sell and compares the situation to the incident in which he lost millions by selling his 33.33% share of Gray Matter Technologies for $5,000, while the company went on to be worth over $2 billion. He tells Jesse he does not see their enterprise as a drug business but as the building of an empire. Skyler arrives home and Walt insists that Jesse stay for dinner, leading to an awkward meal.
Walt tries to hide the methylamine, but Mike anticipates the move and restrains Walt in the Vamonos Pest offices. Mike and Saul Goodman meet with Hank Schrader and Steve Gomez at the DEA to notify them that Mike has obtained an injunction preventing their continued surveillance of him. Walt frees himself and hides the methylamine. When Mike arrives, he threatens to kill Walt but Jesse interrupts and tells Mike that Walt has a plan to get all three of them their money.
",https://en.wikipedia.org/wiki/Buyout_(Breaking_Bad)
53,5,7,Say My Name,"Walter White, Jesse Pinkman, and Mike Ehrmantraut meet with Declan, their Phoenix-based competitor. Instead of agreeing to Declan's offer to purchase the heisted methylamine for $15 million in exchange for removing Walt's blue meth from the drug market, Walt offers a counterproposal: to sell his superior product through Declan's distribution network in exchange for a substantial share of the business and a one-time, $5 million payment to Mike for his share. Declan initially refuses but accepts after realizing Walt is the infamous Heisenberg.
Walt avoids Jesse's attempts to leave with his share of the money. Meanwhile, Mike learns through the bugs that the DEA has a search warrant for his house. He stashes a car with a go bag with cash, a passport, and a gun in an airport parking lot. When Hank and Steve Gomez search his house, they find nothing. Later, Hank instructs Steve to follow Dan Wachsberger, an attorney that Mike uses to deposit the illegal drug cash, catching him in the act.
Jesse confronts Walt and demands his share of the money. Walt cruelly accuses Jesse of having nothing in his life, but his attempts to manipulate Jesse fail, and he ultimately leaves without his money, angering Walt further. Walt is forced to cook his next batch of meth with Todd, who proves to be much more subordinate and better at following orders than Jesse. Pretending to be distraught over Skyler, Walt visits Hank at his office and manages to remove the bugs, but overhears Gomez telling Hank that they have arrested Dan and that he plans on telling everything he knows about Mike. Walt frantically calls Mike, who is at a park with his granddaughter Kaylee, and tells him the DEA is coming for him. Upon the arrival of the police, Mike is forced to flee the park without saying goodbye to Kaylee.
Mike asks Saul Goodman to retrieve the go bag for his getaway, but Saul fears the DEA will follow him. When Jesse volunteers to help, Mike refuses his assistance out of concern that Jesse would be spotted, leaving Walt to retrieve the bag. When Walt meets with Mike, he refuses to hand over the bag unless Mike tells him the names of the nine men he is paying off. Mike takes the bag anyway and a heated argument erupts, in which Mike scolds Walt for his egotistical behavior and accuses him of having ruined their ideal situation working for Gus Fring. Walt storms off, and Mike realizes the revolver in his bag is missing. Walt returns with the revolver and impulsively shoots Mike. Mike tries to get away, but—mortally wounded—ultimately resigns himself to sitting on a log by the river. After Walt catches up to him, he realizes he could have just asked Lydia Rodarte-Quayle for the names, and that shooting Mike was unnecessary. Walt attempts to apologize; Mike tells him to ""Shut the fuck up, and let me die in peace"", and succumbs to his wound a few seconds later.
",https://en.wikipedia.org/wiki/Say_My_Name_(Breaking_Bad)
54,5,8,Gliding Over All,"At Vamonos Pest, Walter White and Todd prepare a barrel of hydrofluoric acid to dispose of Mike Ehrmantraut's dead body. When Jesse Pinkman arrives, Walt informs him that Mike is ""gone."" When asked by Jesse how they will deal with Mike's nine henchmen now that they will not be receiving their hazard payments, Walt coldly tells Jesse that, having quit, he is no longer involved in the business, and matters will be handled without him.
Walt meets with Lydia Rodarte-Quayle at a coffee shop to obtain the names of Mike's henchmen. Suspecting that Walt will see her as a liability and kill her, Lydia proposes a partnership in which Walt expands his distribution overseas to the Czech Republic, which has a high percentage of meth users. When Walt agrees with her proposal, Lydia provides him with the names. After Lydia leaves, Walt removes his hat from the table, revealing a hidden vial of ricin presumably meant to poison her. Walt then hides the vial in his house.
Walt asks Todd to meet with his uncle, Jack Welker, a high-ranking Aryan Brotherhood gangster. Walt enlists Jack and his men to kill Mike's incarcerated henchmen, insisting that they be killed simultaneously. Though Jack tries to explain that the operation will be logistically difficult, an unfazed Walt orders him to ""figure it out."" When Walt's order is eventually carried out, the ten are killed in a period of less than two minutes, and across three prisons. While Walt visits his house, Hank reminisces about a job he had tagging trees to be knocked down as a young man, wishing that he could have a job that did not involve ""chasing monsters"".
For the next few months, Walt's meth empire runs profitably and uninhibited, raking in millions of dollars. Meanwhile, Marie Schrader encourages Skyler White to reconcile with Walt. Later, Skyler brings him to an enormous pile of money she has been collecting and maintaining in a storage unit. After explaining to a stunned Walt that there is simply too much money to launder through their car wash, Skyler asks him how much money will be enough before she can have her former life with their children back. Later, Walt tells Skyler that he will quit. Walt visits Jesse and the two reminisce about the simpler days of cooking meth in the RV. Before he leaves, Walt leaves behind two bags. Fearing for his safety, Jesse unzips the bags slowly, only to find them filled with cash. Relieved, he disposes of a gun he had been concealing during the visit.
Walter White Jr. and Holly White move back in with Walt and Skyler, and the family seems to be in repair, with everything now going well for Walt. During lunch by the pool with Hank and Marie, Hank leaves to use the bathroom. Rummaging for reading material, he finds Walt's copy of Walt Whitman's Leaves of Grass under some magazines in the bathroom, the same copy given to Walt by Gale Boetticher. As he thumbs through the pages of the book, Hank finds a handwritten note by Gale referring to Walter as his ""other favorite W.W."" Seeing that the handwriting of the two documents match, including in the characters ""W.W."", Hank finally realizes that Walter is Heisenberg.
",https://en.wikipedia.org/wiki/Gliding_Over_All
55,5,9,Blood Money,"In a flashforward, a disheveled Walter White arrives at his abandoned, dilapidated, and fenced-off house.[a] He enters and sees ""HEISENBERG"" spray-painted on the living room wall. He witnesses teenagers skateboarding in his empty pool in the backyard, and retrieves the hidden vial of ricin from his bedroom. As he leaves, he greets his former neighbor, Carol, who is shocked by his presence.
In the present, Hank Schrader reels from finding Gale Boetticher's handwritten dedication in Walt's copy of Leaves of Grass.[b] Realizing that his brother-in-law was Heisenberg all along, Hank states that he is feeling unwell to excuse himself and his wife Marie from the party at Walt's house. While driving home, Hank suffers a panic attack and swerves off the road into a yard. Feigning illness to work from home, Hank reviews the DEA's case files on Heisenberg and Gus Fring, linking people, events, and circumstances, as well as matching the handwriting in the Leaves of Grass dedication with that in Gale's lab notebook,[c] to confirm to his shock and dismay, that Walt is Heisenberg.
Walt, who has left the meth business, discusses with Skyler White ways to expand their car wash business and launder his drug money faster. Lydia is at the car wash pleading for Walt's help, as the quality of the meth has fallen below acceptable standards since his retirement. Walt dismisses her, and Skyler firmly warns her never to come back. Walt's cancer returns, but he keeps this from his family and undergoes chemotherapy again.
Meanwhile, Jesse Pinkman feels guilty over his role in Walt's meth business, and is particularly distraught over the deaths of Drew Sharp[d] and Mike Ehrmantraut. He gives all the money he received from Walt[b] to Saul Goodman and asks him to deliver half to Mike's granddaughter and the other half to Drew's parents. Saul refuses, advising it would raise suspicions, and reports this to Walt, who visits Jesse to return his money. Walt lies to Jesse, telling him that Mike is still alive and does not need help taking care of his granddaughter. Jesse is still distressed and later gives a $10,000 bundle to a homeless man. He then drives through a neighborhood, throwing bundles of cash onto front lawns.
In his bathroom, Walt finds his copy of Leaves of Grass missing. Alarmed by the coincidental timing of Hank's apparent illness, his suspicions are deepened when he discovers a GPS tracker on his car similar to the one Hank used while tracking Gus. He confronts Hank and asks about the tracker; an enraged Hank punches Walt and accuses him of being Heisenberg. Walt tells Hank it would be difficult to prove his allegations; in any case, Walt says his cancer has returned and would probably kill him before he could be jailed. Hank looks at Walt in disbelief, saying that he does not even know who Walt is any more. Walt menacingly replies that if this is true, then Hank should ""tread lightly"".
",https://en.wikipedia.org/wiki/Blood_Money_(Breaking_Bad)
56,5,10,Buried,"Late at night, an elderly man, collecting the money which Jesse Pinkman has thrown away,[a] discovers him parked in a playground and absentmindedly spinning on a merry-go-round. Meanwhile, after his confrontation with Hank Schrader, Walter White frantically tries calling Skyler White, but cannot get through as Hank is already on the phone with her. Walt rushes to the car wash, but Skyler has already left to meet Hank at a diner. Though understanding Skyler to be a victim, Hank unwittingly reveals that Walt's cancer has returned and unsuccessfully tries enlisting her help in building a case against Walt. Skyler, however, suspects that Hank has made it a personal mission to convict Walt and worries that Hank may not truly have her best interests at heart. She then panics and leaves the diner.
Walt goes to Saul Goodman's office, angered that Skyler went to Hank before talking to him. When Saul asks whether Walt has considered killing Hank, which he refers to as ""sending him to Belize like Mike"", Walt admonishes him, saying that Hank is family. Rushing to hide his money, Walt has Patrick Kuby and Huell Babineaux deliver it to him in seven container drums. He then drives to the Tohajiilee Indian Reservation and spends the day burying it. Meanwhile, Marie Schrader confronts Skyler about Walt's criminality. After learning that Skyler knew about Walt's activities before Hank was shot, Marie slaps her, despite a tearful Skyler's attempts to apologize. Marie tries to leave with Walt and Skyler's infant daughter Holly, but Hank enters the house and tells Marie to give Holly back. In the car, Marie tells Hank that he ""has to get"" Walt.
Walt returns home late and posts a lottery ticket on the refrigerator door; its numbers correspond to the GPS coordinates of the buried drums. Unresponsive to Skyler's questioning, an exhausted Walt collapses. When he awakens, Walt offers to surrender himself on the condition that the money be kept for their children. Instead, Skyler tells Walt that they should keep quiet, noting that Hank has no evidence. Elsewhere, Lydia Rodarte-Quayle confronts Declan, now cooking and supplying meth, at his desert lab. She is critical of the poor standards and working conditions, but Declan rejects her suggestion to hire Todd, Walt's former protégé. At Lydia's behest, Todd and his uncle Jack arrive and massacre Declan and his men before taking over the operation.
Hank will not approach the Drug Enforcement Administration until he has reliable evidence to apprehend Walt, as he knows his career will be over once it emerges that Heisenberg is actually his brother-in-law and wants to at least have the satisfaction of being the one to take him down. Marie insists on putting the DEA on the case, concerned over how they may respond if they learn that Hank hid his discovery. Hank agrees and returns to work, but before he can reveal his findings to his superiors, Agent Steve Gomez reveals that Jesse is detained and under questioning. Hank, realizing Jesse's connection to Walt and seeing an opportunity to get some hard evidence, decides to keep quiet for a while and asks for time alone with Jesse.
",https://en.wikipedia.org/wiki/Buried_(Breaking_Bad)
57,5,11,Confessions,"At a diner, Todd recalls to his uncle Jack and Jack's accomplice Kenny how he helped steal methylamine from the train,[a] neglecting to mention the boy he murdered. Agreeing to let Todd cook meth on his own, Jack and Kenny drive back into New Mexico. Meanwhile, Hank tells Jesse that he knows Walt is Heisenberg. Jesse refuses to cooperate, and is released after Saul Goodman shows up. Later, Walter Jr. informs his father that Marie has asked him to help repair her computer and invited him to stay for dinner. Walt manipulates his son into staying home by confessing that his cancer has returned.
Walt and Skyler meet the Schraders at a restaurant in an attempt to negotiate with them, but the meeting goes nowhere. As the Whites leave, Walt gives his in-laws a DVD of his ""confession"". Playing it at home, the Schraders discover they are being blackmailed. Walt's ""confession"" states that Hank masterminded the Heisenberg empire and forced Walt to cook meth for him. A stunned Hank then learns that Marie paid for his physical therapy using Walt's drug money, which Skyler had claimed were gambling winnings. This lends credence to Walt's story and torpedoes Hank's credibility.
Walt meets Jesse in the desert and tells him that Saul can contact someone who specializes in creating new identities.[b] He advises Jesse to start over and have a better life. Jesse reacts angrily, and asks Walt to stop  manipulating him, knowing Walt has killed Mike Ehrmantraut. In response, Walt simply embraces Jesse, who cries in his arms.
Jesse calls Saul and prepares to leave Albuquerque. Saul admonishes him for bringing marijuana for the journey and has Huell Babineaux pickpocket it when he refuses to hand it over. While Jesse is waiting for the van that will relocate him, he notices the marijuana is gone and realizes that Huell must have taken it. This puts him in mind of the ricin cigarette that he also suspected Huell of taking,[c] a suspicion that he now realizes was correct. The corollary of this is that it was Walt and not Gus who orchestrated Brock Cantillo's poisoning. An enraged Jesse returns to Saul's office and extracts a confession from him. He then drives to the White residence in Saul's car, kicks in the front door, and begins pouring gasoline everywhere. Meanwhile, Saul calls Walt, who rushes to the car wash to retrieve a hidden revolver.
",https://en.wikipedia.org/wiki/Confessions_(Breaking_Bad)
58,5,12,Rabid Dog,"Walter White cautiously examines his house in search of Jesse Pinkman, who broke in and doused it in gasoline.[a] Jesse is absent, but Walt finds white powder in Saul Goodman's crashed car, suspecting that Jesse is high on meth. After a cleaning crew cannot fully remove the gasoline scent, Walt douses his clothing and the seats of his car with it, concocting a fabrication about a pump malfunction at the gas station. Skyler and Walter White Jr. are doubtful for different reasons. Walter Jr thinks he fainted again due to the cancer, whereas Skyler thinks something more sinister. The family moves into a hotel until the carpet and flooring can be replaced.
Walt secretly meets with Saul and Patrick Kuby in the hotel's parking lot, asking for an update on Jesse's whereabouts. Saul hints at the possibility of killing Jesse, but Walt rejects the idea. Back in their hotel room, Skyler confronts Walt over his lies, having just seen him with Saul. Walt confesses that Jesse is upset and tried to burn down their house, but he is not concerned since Jesse decided against it. A shocked Skyler presses Walt to kill Jesse, who she views as a threat to their safety.
A flashback reveals Hank Schrader trailed Jesse to Walt's residence after Jesse assaulted Saul, talking Jesse out of torching the house. Hank convinces Jesse to work together to bring Walt down, leaving moments before Walt arrived. Marie talks to her therapist about her issues with Walt but will not disclose the full extent of his criminality. Hank keeps Jesse at their house because he believes Jesse is more protected there; Marie agrees once Hank tells her that Jesse's involvement is bad for Walt. Hank and Steve Gomez tape Jesse as he recounts his history with Walt. Since there is no physical evidence, and Walt has left the meth business, Hank needs something incriminating enough to take to the authorities.
Walt leaves a voicemail for Jesse, asking to meet in a plaza to reconcile over Brock Cantillo's poisoning. Hank coerces the reluctant Jesse to comply and retrieve appropriate evidence against Walt, despite Jesse's fear for his own safety. Hank reassures Jesse by recounting Walt's previous attempts to protect him at his own expense and states that since the meeting is in a public place, he will be safe. However, privately with Gomez, Hank is indifferent to Jesse risking his death; if Jesse is killed on camera, it can still be used as evidence.
Wired for sound, Jesse goes to meet with Walt but backs down after mistaking a nearby pedestrian for a hitman. Angered, Jesse goes to a pay phone to call Walt and threatens him, telling him that he will ""get him where he really lives."" Hank berates Jesse for blowing the plan, but Jesse calmly informs him that he has a better strategy in mind. Meanwhile, Walt calls Todd, requesting another hit from his uncle, Jack.
",https://en.wikipedia.org/wiki/Rabid_Dog
59,5,13,To'hajiilee,"Todd Alquist receives a call from Walter White, asking his uncle, Jack Welker, to put a hit on Jesse Pinkman. Jack tells Walt that he will only kill Jesse if Walt teaches Todd to cook his signature blue meth, which Walt reluctantly agrees to do. Meanwhile, Jesse tells Hank Schrader and Steven Gomez about his plan to capture Walt through his money. At Jesse's lead, Hank visits Huell Babineaux at a Drug Enforcement Administration (DEA) safe house and tricks him into cooperating by having him believe that Walt plans to kill him to cover up Walt's poisoning of Brock Cantillo.[a] Hank shows Huell a staged photo of Jesse shot in the head as proof. Huell confesses that he and Kuby stored Walt's money in barrels, and Walt collected the barrels with a rental van and shovel, but he does not know where the money is hidden. Hank advises Huell not to answer any calls or leave the house.
Jesse sends Walt a photo of a barrel filled with money, claiming that he has found Walt's fortune, and threatens to burn it all if the call ends. Walt frantically rushes to the location. During the heated conversation, Walt confesses to poisoning Brock but says that he ensured his survival and that all the murders he has committed were also committed to protect Jesse. Walt arrives at the desert location where his money is buried but finds no one there. He then sees another car approaching carrying Jesse and hides, believing Jesse is going to kill him. He calls Jack and gives the brotherhood the coordinates of his buried fortune, but then calls it off when he sees that Hank and Gomez are with Jesse.
Cornered, Walt surrenders to Hank, who handcuffs him and reads him his Miranda rights. Jesse feigned that the rental van had GPS tracking, the photo was staged from Hank's backyard, and they have tracked Walt through his phone. Jesse walks over to Walt and spits on him, which causes Walt to attack Jesse until Gomez and Hank break them up. Walt is put in the backseat of Gomez's SUV while Jesse is escorted to Walt's car. Hank then calls Marie Schrader to inform her that he has caught Walt. However, Jack and his brotherhood approach from the desert, having ignored Walt's cancellation, and confront Hank and Gomez. A panicked Walt attempts to defuse the situation to no avail. The gang opens fire, while Jesse and Walt take cover in the cars to avoid the gunfight.
",https://en.wikipedia.org/wiki/To%27hajiilee
60,5,14,Ozymandias,"In a flashback, Walter White and Jesse Pinkman conduct their first meth cook.[b] Walt calls a pregnant Skyler White with an excuse for not being home, and she suggests the name Holly for their baby.
In the present, Hank Schrader is wounded following the shootout with Jack's brotherhood, and Steve Gomez has been killed.[c] Jack prepares to kill Hank but Walt begs Jack to spare him, offering his entire fortune in exchange. Hank chides Walt for not realizing Jack has already decided to kill him. Jack shoots Hank dead, and Walt collapses to the ground in despair.
The gang discovers Walt's seven money barrels, but Jack tells Walt they will leave one for him because of Todd's respect for Walt. They bury Hank and Gomez in place of the barrels. Walt identifies Jesse's hiding place and demands Jack carry out the hit he requested. Todd suggests taking Jesse captive to learn what he revealed to Hank and Steve. Walt consents, and spitefully tells Jesse he watched Jane Margolis die.[d] The gang then takes Jesse to their compound where he is imprisoned and forced to cook meth.
Walt's car runs out of fuel because a bullet pierced the fuel tank, so he rolls his barrel through the desert until he passes a house and buys the owner's truck. Unaware of what transpired in the desert, Marie Schrader informs Skyler that Hank has arrested Walt and demands that Skyler tell Walter White Jr. the truth. Skyler informs Walter Jr. about Walt's drug business, and he tells her she is as bad as Walt for going along. After arriving home, Skyler finds Walt frantically packing and he tries to get Skyler and Walter Jr. to leave with him. Skyler realizes Hank is dead, and believing Walt to be responsible, threatens him with a kitchen knife. A violent fight occurs and Walter Jr. tackles Walt, then calls the police. Walt takes Holly and flees.
Marie and the police arrive at the Whites' home. Knowing police are monitoring the phone, Walt calls and attempts to establish Skyler's innocence by berating her and falsely claiming he built his drug business alone. Walt confirms Hank's death and leaves Holly at a fire station with her home address written on a note. The next morning, Walt meets Ed Galbraith, Saul Goodman's new-identity contact, who drives away with Walt and the money barrel.
",https://en.wikipedia.org/wiki/Ozymandias_(Breaking_Bad)
61,5,15,Granite State,"Saul Goodman and Walter White wait at Ed Galbraith's shop while Ed obtains them new identities.[a] Wanting revenge on Jack Welker, Walt attempts to coerce Saul into coming with him but is subdued by a coughing fit. No longer intimidated, Saul leaves for his new life in Nebraska.
Jack's gang raids Marie Schrader's house and finds Jesse Pinkman's confession tape.[b] While Jack wants to kill Jesse for informing, Todd Alquist wants Jesse to cook meth so Todd can impress Lydia Rodarte-Quayle, with whom he has become infatuated. Knowing Skyler once met Lydia,[c] Todd and other gang members break into her house and threaten her to keep quiet. Lydia is not convinced Skyler will stay silent, and aims to end their meth operation, but reconsiders after Todd informs her the meth the gang produces is now at 92% purity because of Jesse. Jesse tries to escape, but is recaptured and forced to watch Todd murder Andrea Cantillo. Jack threatens to murder Andrea's son Brock if Jesse attempts another escape.
Ed takes Walt to a secluded cabin in New Hampshire and says he will visit monthly to bring food and supplies. He cautions that Walt risks capture if he leaves the cabin. Months later, a disheveled, lonely Walt has a long beard and full head of hair. Ed tells Walt that Skyler is using her maiden name and working part-time as a taxi dispatcher. As the nationwide manhunt for Walt continues, his abandoned house has become a tourist attraction.
Walt packs $100,000 into a box and walks into town. He stops at the local bar and pays a barmaid to call Walter White Jr.'s school pretending to be Marie. Walt tries reconciling with Walter Jr., who has reverted to using the name Flynn, and says he will mail money to Flynn's friend Louis for Flynn to give Skyler. Continuing to blame him for Hank Schrader's death,[a] an enraged Flynn wishes Walt dead and ends the call. A dejected Walt calls the DEA to surrender, leaving the phone off the hook so they can trace his location. While waiting, Walt sees television host Charlie Rose interviewing Gretchen and Elliott Schwartz, who trivialize his involvement with Gray Matter Technologies. Now roused to anger, Walt flees before the police arrive.
",https://en.wikipedia.org/wiki/Granite_State_(Breaking_Bad)
62,5,16,Felina,"Walter White steals a car, returns to New Mexico, and breaks into the home of Gretchen and Elliott Schwartz. He claims he hired hitmen, while Badger and Skinny Pete scare them with laser pointers that spoof rifle sights. Walt coerces them into placing his remaining $9.72 million in a trust for Walter Jr. He pays Badger and Pete, who tell him that blue meth is still distributed, leading him to deduce that Jesse Pinkman is alive.
Walt retrieves the ricin from his abandoned house,[a] connects an M60 machine gun[b] to a pivoting turret in the trunk of the car he is now driving, and rigs it to a remote unlock button. He interrupts Todd and Lydia's coffee shop meeting and offers what he claims is a formula for methylamine-free meth. Lydia feigns interest so Walt will meet Jack, knowing Jack will kill him.
Marie calls Skyler to warn her Walt is in Albuquerque. Walt is already with Skyler and leaves her the lottery ticket containing the coordinates for Hank Schrader and Steve Gomez's grave,[c] which he advises her to use to obtain a favorable plea bargain. Walt admits that despite claiming he produced meth to provide for his family, he did it to gratify himself. Skyler allows Walt to see a sleeping Holly and he later watches from afar as Walter Jr. arrives home from school.
Walt parks alongside the headquarters building of Jack's compound, and Jack orders him killed. Walt accuses Jack of partnering with Jesse. Angered at the suggestion he is in league with a rat, Jack orders that Jesse be brought from Jack's meth lab so he can prove Jesse is a captive. Walt tackles Jesse and triggers the machine gun, which kills all of Jack and Todd's associates. Jesse strangles Todd with his shackles, then frees himself with Todd's keys. Jack pleads for his life, but Walt shoots him dead. A grievously wounded Walt tells Jesse to kill him. Jesse says if Walt wants to die he should do it himself.
Walt answers Todd's phone and informs an ill Lydia that she will soon die because he poisoned her coffee shop Stevia.[1] Jesse and Walt exchange a farewell nod before Jesse flees in Todd's El Camino. Walt admires Jack's lab before succumbing to his wound. Police rush in as he lies motionless, a slight smile on his face.[2]
",https://en.wikipedia.org/wiki/Felina_(Breaking_Bad)
